stock_code,date,close,pct_change,main_net_inflow,main_net_inflow_rate,xlarge_net_inflow,large_net_inflow,mid_net_inflow,small_net_inflow
000869,2026-07-24,16.65,-1.25,327829.0,2.27,0.0,327829.0,813587.0,-1141416.0
