stock_code,date,avg_cost,profit_rate,chip_concentration_90,cost90_low,cost90_high,chip_concentration_70,cost70_low,cost70_high
000869,2026-07-29,20.01,0.19059882343653745,0.14721841021851578,16.27,21.88,0.1161663066579012,17.05,21.54
